inchikey,smiles,number of aromatic rings
OKTLVZBUKMRPLL-UHFFFAOYSA-N,CC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,2
CBYWMRHUUVRIAF-UHFFFAOYSA-N,CCN(CC)C(C)C=C(c1cccs1)c1cccs1,2
YDSDEBIZUNNPOB-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,2
YMHOBZXQZVXHBM-UHFFFAOYSA-N,COc1cc(CCN)c(OC)cc1Br,1
LGGDXXJAGWBUSL-BKRJIHRRSA-N,COc1ccc2c3c1OC1C(OC(C)=O)CCC4C(C2)N(C)CCC341,1
KGYFOSCXVAXULR-UHFFFAOYSA-N,C=CCC1CN(C)CCC1(OC(=O)CC)c1ccccc1,1
PPTYJKAXVCCBDU-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2
CUCHJCMWNFEYOM-UHFFFAOYSA-N,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,2
ZXUMUPVQYAFTLF-UHFFFAOYSA-N,CCC(N)Cc1c[nH]c2ccccc12,2
LCAHPIFLPICNRW-OPGCRTJHSA-N,COc1ccc2c(c1OC)C13CCN(C)C(C2)C1(O)CCC(O)C3,1
OIJXLIIMXHRJJH-KNLIIKEYSA-N,COC12CCC3(CC1C(C)(C)O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1
FYOWWXMGDATDQY-UHFFFAOYSA-N,c1ccc(C2(N3CCCC3)CCCCC2)cc1,1
IQUFSXIQAFPIMR-UHFFFAOYSA-N,CC(Cc1ccccc1)NCCC#N,1
RBOXVHNMENFORY-DNJOTXNNSA-N,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,1
ODEGQXRCQDVXSJ-UHFFFAOYSA-N,CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,1
ZIXNZOBDFKSQTC-UHFFFAOYSA-N,O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1,2
XBMIVRRWGCYBTQ-XMSQKQJNSA-N,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,2
ZCKAMNXUHHNZLN-UHFFFAOYSA-N,CC(C)(N)Cc1ccc(Cl)cc1,1
NGTVDHYUFBKWID-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(C(C)Cc2ccccc2)CC1,2
VMIYHDSEFNYJSL-UHFFFAOYSA-N,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,2
CHBRHODLKOZEPZ-UHFFFAOYSA-N,CCc1cc2c(s1)N(C)C(=O)CN=C2c1ccccc1Cl,2
PUAQLLVFLMYYJJ-ZETCQYMHSA-N,CC(N)C(=O)c1ccccc1,1
BVURVTVDNWSNFN-UHFFFAOYSA-N,CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,2
IJVCSMSMFSCRME-KBQPJGBKSA-N,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,1
PVXVWWANJIWJOO-UHFFFAOYSA-N,CCNC(C)Cc1ccc2c(c1)OCO2,1
ROYOYTLGDLIGBX-UHFFFAOYSA-N,CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,2
BDLSDHWCOJPHIE-KFUGMXNISA-N,COc1ccc2c3c1OC1C(O)C=CC4C(C2)[N+](C)([O-])CCC341,1
FRPRNNRJTCONEC-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CC(O)c2ccccc2)CC1C,2
MLQRZXNZHAOCHQ-UHFFFAOYSA-N,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1C,2
RDJGWRFTDZZXSM-RNWLQCGYSA-N,CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5,2
KWTSXDURSIMDCE-QMMMGPOBSA-N,CC(N)Cc1ccccc1,1
MYWUZJCMWCOHBA-VIFPVBQESA-N,CNC(C)Cc1ccccc1,1
DTZMSDADRKLCQE-RFMXWLSYSA-N,CC(=O)N(C)c1c(I)c(N=C(C)O)c(I)c(C(O)=NC(C=O)C(O)C(O)C(O)CO)c1I,1
MFOCDFTXLCYLKU-CMPLNLGQSA-N,CC1C(c2ccccc2)OCCN1C,1
CEMAWMOMDPGJMB-UHFFFAOYSA-N,C=CCOc1ccccc1OCC(O)CNC(C)C,1
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2
ASWVTGNCAZCNNR-UHFFFAOYSA-N,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2
LKYWLLWWYBVUPP-XOCLESOZSA-L,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+],4
PWAJCNITSBZRBL-UHFFFAOYSA-N,CC1=CC(=O)N2CC(=O)N(C)c3ccc(Cl)cc3C2(c2ccccc2)O1,2
MWQCHHACWWAQLJ-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,2
IKMPWMZBZSAONZ-UHFFFAOYSA-N,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,2
FBOUYBDGKBSUES-VXKWHMMOSA-N,O=C(OC1CN2CCC1CC2)N1CCc2ccccc2C1c1ccccc1,2
XAXMYHMKTCNRRZ-UHFFFAOYSA-N,N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,2
KJONHKAYOJNZEC-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2
FYPMFJGVHOHGLL-UHFFFAOYSA-N,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,2
GUHPRPJDBZHYCJ-UHFFFAOYSA-N,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,2
KJHKTHWMRKYKJE-SUGCFTRWSA-N,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,3
PFOLLRNADZZWEX-FFGRCDKISA-N,CCOC(=O)OC(C)OC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,1
RJQXTJLFIWVMTO-TYNCELHUSA-N,COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1
ZEMIJUDPLILVNQ-ZXFNITATSA-N,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C,1
LPQZKKCYTLCDGQ-WEDXCCLWSA-N,CC1(Cn2ccnn2)C(C(=O)O)N2C(=O)CC2S1(=O)=O,1
OHKOGUYZJXTSFX-KZFFXBSXSA-N,CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,1
LUALIOATIOESLM-UHFFFAOYSA-N,N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,2
BOFQWVMAQOTZIW-UHFFFAOYSA-N,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,4
WPVFJKSGQUFQAP-GKAPJAKFSA-N,CC(C)C(N)C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,2
XXSMGPRMXLTPCZ-UHFFFAOYSA-N,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,2
NOSIYYJFMPDDSA-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2
XLOQNFNTQIRSOX-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,2
ZPFXAOWNKLFJDN-UHFFFAOYSA-N,CCN(CCCc1ccccc1)CCCc1ccccc1,2
KLPWJLBORRMFGK-UHFFFAOYSA-N,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1
ISFHAYSTHMVOJR-UHFFFAOYSA-N,CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,2
IJHNSHDBIRRJRN-UHFFFAOYSA-N,CN(C)CCC(c1ccccc1)c1ccccn1,2
JOMHSQGEWSNUKU-UHFFFAOYSA-N,CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,2
VZYCZNZBPPHOFY-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,2
GFBKORZTTCHDGY-UWVJOHFNSA-N,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,2
WFPIAZLQTJBIFN-DVZOWYKESA-N,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(Cl)cc32)CC1,2
JTPUMZTWMWIVPA-UHFFFAOYSA-O,CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,2
DPWPWRLQFGFJFI-UHFFFAOYSA-N,C#CCN(C)Cc1ccccc1,1
MNJVRJDLRVPLFE-UHFFFAOYSA-N,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,3
FHIDNBAQOFJWCA-UAKXSSHOSA-N,O=c1[nH]c(=O)n(C2OC(CO)C(O)C2O)cc1F,1
YJNCFXPJICILOK-HHHXNRCGSA-N,CCCCCc1ccc(C(=O)Nc2ccc(S(=O)(=O)N(CCN3CCOCC3)C(C(=O)NO)C(C)C)cc2)cc1,2
AZUQIXJQZOMXAS-IUCAKERBSA-N,NC(CC1C=C(NNc2ccccn2)C(O)=CC1=O)C(=O)O,1
DQEQQOZHKXGGJW-HLHPXMICSA-L,C=Cc1c(C)c2cc3nc(cc4[n-]c(cc5nc(cc1[n-]2)c(C)c5CCC(=O)O)c(CCC(=O)O)c4C)c(C)c3C=O.[Fe+2],5
CBNMAKRKGWDQHB-UHFFFAOYSA-O,Cc1c(O)c(C=O)c(COP(=O)(O)O)c[n+]1C,1
QNURTFDBHAQRSI-HNNXBMFYSA-N,CC1CC(=O)NN=C1c1ccc(NC2=C(Cc3cccc(I)c3)C(=O)CCC2)cc1,2
JUWJATLABHTRDF-JURWUIOISA-N,CC(O)C(N)C1=NC(=Cc2c[nH]c3cccc(N)c23)C(=O)N1CC(=O)O,2
GYOZYWVXFNDGLU-XLPZGREQSA-N,Cc1cn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,1
PFQGLFBMMPZYEU-UHFFFAOYSA-N,O=C(O)CCC1c2ccc(O)cc2Oc2cc(O)ccc21,2
TZBJGXHYKVUXJN-UHFFFAOYSA-N,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,3
PCCPERGCFKIYIS-AWEZNQCLSA-N,CCCOc1cc(C2(C)CNC(=O)O2)ccc1OC,1
QQOHNVHGNZYSBP-XPWFQUROSA-O,Cn1c[n+](C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c2[nH]c(N)nc(=O)c21,4
PMOWTIHVNWZYFI-AATRIKPKSA-N,O=C(O)C=Cc1ccccc1O,1
LTVXPVBFJBTNIJ-TYHXJLICSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSC(=O)c1ccc(O)cc1,3
VFTCTFWPSJPJLY-RKHBVOJPSA-N,CC(O)C(N)C1=NC(=Cc2c[nH]c3ccccc23)C(=O)N1CCO,2
MNDBXUUTURYVHR-UHFFFAOYSA-N,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,2
QDTWKLJWNHRCPJ-WGCYKYFSSA-N,NC(CC1CC(=NC2CC2c2ccccc2)C(O)=CC1=O)C(=O)O,1
JHNXLHRDUXBCJW-UHFFFAOYSA-N,Cc1ccc(C[n+]2csc(CCOP(=O)(O)OP(=O)([O-])O)c2C)c(N)n1,2
LODBCIBKOKOGNL-LBPRGKRZSA-N,NC(Cc1ccc2ccc3cccnc3c2n1)C(=O)O,3
NLTUCYMLOPLUHL-FCIPNVEPSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(O)(O)=S)C(O)C1O,2
RKNHJBVBFHDXGR-QBPNNELESA-H,N=c1c2ncn(C3OC(COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])C(O)C3O)c2ncn1C1OC(COP(=O)([O-])[O-])C(O)C1O,2
HGNFDPZASRDVLL-SSDOTTSWSA-N,CC(Cc1ccccc1O)C(=O)O,1
ZKLGQYGPVBFAQQ-BYPYZUCNSA-N,NC(Cc1co[nH]c1=O)C(=O)O,1
DERVZEOWPBCBHO-UHFFFAOYSA-N,NC1N=c2ccccc2=N1,1
LPXQRXLUHJKZIE-UHFFFAOYSA-N,Nc1nc(O)c2[nH]nnc2n1,2
XUWPJKDMEZSVTP-UOSCCXBLSA-N,CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,1
DAIKHDNSXMZDCU-FQTGFAPKSA-N,CC1=CC(O)CC(=O)Cc2nc(co2)C(=O)N2CCC=C2C(=O)OC(C(C)C)C(C)C=CC(=O)NCC=C1,1
WMHRYLDWLOGHSG-UHFFFAOYSA-M,O=C(O)c1ccc([Hg]O)cc1,1
GLDQAMYCGOIJDV-UHFFFAOYSA-N,O=C(O)c1cccc(O)c1O,1
NTMMCWJNQNKACG-RXHIUOCHSA-N,CC(=O)NC1C(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)O,1
NPALUEYCDZWBOV-BPJJUHQGSA-N,C=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,2
SPSSULHKWOKEEL-UHFFFAOYSA-N,Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1
SAFPHFWYRLLBFO-IZLXSDGUSA-N,CC(=O)NC(Cc1ccc(OP(=O)(O)O)c(C=O)c1)C(=O)NC1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,3
YDSWCNNOKPMOTP-UHFFFAOYSA-N,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,1
XTYXJYCWAJSHCY-UHFFFAOYSA-N,Cc1nc(C)c(C[n+]2csc(CCOP(=O)(O)OP(=O)([O-])O)c2C)c(N)n1,2
MRXDGVXSWIXTQL-ZFXZZAOISA-N,CC(C)CC(NC(=O)C(NC(=O)NC(Cc1ccccc1)C(=O)O)C1CCNC(=N)N1)C(=O)NC(C=O)Cc1ccccc1,2
UBVZQGOVTLIHLH-UHFFFAOYSA-N,N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1,3
IWDCLRJOBJJRNH-UHFFFAOYSA-N,Cc1ccc(O)cc1,1
CJKKMQCZOLCXAM-UHFFFAOYSA-N,Cc1ccccc1CC(=O)Nc1cc(C)c(S(=O)(=O)NCC(=O)O)c(C)c1,2
QCICUPZZLIQAPA-APSSSFQSSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,4
VAZMNDXVXVUKFY-JXMROGBWSA-N,CN(Cc1cn(C)c2ccccc12)C(=O)C=Cc1cnc2c(c1)CCC(=O)N2,3
IKGXIBQEEMLURG-BKUODXTLSA-N,CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,3
NOTGFIUVDGNKRI-BZKDHIKHSA-N,NC(=O)c1ncn(C2OC(COP(=O)(O)O)C(O)C2O)c1N,1
CFFZDZCDUFSOFZ-UHFFFAOYSA-N,O=C(O)Cc1ccc(O)c(O)c1,1
HGEFWFBFQKWVMY-DUXPYHPUSA-N,O=C(O)C=Cc1ccc(O)cc1O,1
LTECGTLHXLUHQQ-QDJBTJTOSA-N,C1=CC2=[N+]3C1=Cc1ccc4n1[Fe+3]31n3c(ccc3=CC3=[N+]1C(=C4)C=C3)=C2,2
PGJYYCIOYBZTPU-UHFFFAOYSA-N,OCc1c(F)c(F)c(F)c(F)c1F,1
NDDSSAGSYFVBTG-SFTDATJTSA-N,CCOC(=O)C(Cc1ccccc1)NC(=O)C1CSCCN1S(=O)(=O)c1ccc(C)cc1,2
DQQDLYVHOTZLOR-NNFAFSNNSA-N,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OC3OCC(O)C(O)C3O)C(O)C2O)c(=O)[nH]1,1
OIMACDRJUANHTJ-APSSSFQSSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC2OC(n3cnc4c(N)ncnc43)C(O)C2O)C(O)C1O,4
WLPJLQNKCJWAFL-RGEXLXHISA-N,O=C(O)C(=Cc1ccc(Oc2ccccc2Br)cc1)NC(=O)c1ccccc1,3
MJIRDPUZGGHJMX-FUAXDPDKSA-N,CC(c1ccccc1)C(CC(O)CN1CCN(Cc2ccc3c(c2)OCO3)CC1C(=O)NC(C)(C)C)C(=O)NC1c2ccccc2CC1O,3
XCCRAOPQCACRFC-JBOQNHBVSA-N,CCC(C(=O)N1CCCCC1C(=O)OC(CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)O)c1)c1cc(OC)c(OC)c(OC)c1,3
CDAWCLOXVUBKRW-UHFFFAOYSA-N,Nc1ccccc1O,1
XUBJEDZHBUPBKL-ZDUSSCGKSA-N,CN(C)CC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21,3
SQBOSZXDOHQFAA-RACKDBBVSA-N,O=C1N(Cc2ccccc2)C(COc2ccccc2)C(O)C(O)C(COc2ccccc2)N1Cc1ccccc1,4
DQBLKSRRWDWNKQ-UHFFFAOYSA-N,O=C(O)C(=O)Nc1cc2ccccc2cc1C(=O)O,2
YAEIKQDHLCFGAA-KRWDZBQOSA-N,COC(=O)C(Cc1cccc(C(=N)N)c1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1,2
XCOFROALSAFROV-CQSZACIVSA-L,NC(=[NH2+])c1ccc2[nH]c(-c3cc(C(CC(=O)[O-])C(=O)[O-])cc(-c4ccccc4F)c3[O-])nc2c1,4
IXTLVPXCZJJUQB-BXEOTLQGSA-N,CC(O)C1NC(=O)C(CCCN(O)C=O)NC(=O)C(NC(=O)C(CCCN(O)C=O)NC(=O)C(CO)NC(=O)C(CCCNC(=N)N)NC(=O)C(CO)NC(=O)C2CCNC3C(NC(=O)CCC(=O)O)=Cc4cc(O)c(O)cc4N23)CCCCNC(=O)C(C(C)O)NC1=O,1
JJLGQWCKMHPBEB-DEOSSOPVSA-N,COC(=O)C1CCN(C(=O)C(Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,3
CZKNSZUJCJHTTM-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1,2
PRPINYUDVPFIRX-UHFFFAOYSA-N,O=C(O)Cc1cccc2ccccc12,2
PPJYSSNKSXAVDB-UHFFFAOYSA-N,O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,2
ZJUKTBDSGOFHSH-SRMDEQNCSA-N,Nc1ncnc2c1ncn2C1OC(CSCCC(N)C(=O)O)C(O)C1O,2
BDLJEQMXDNMETQ-UHFFFAOYSA-N,Cn1c(=O)c(O)c(O)c2ccccc21,2
XVTRBLLRODNOJV-VRSYREPISA-N,CCC(C)C(N)C(=O)NS(=O)(=O)NCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,2
UQTZMGFTRHFAAM-ZETCQYMHSA-N,NC(Cc1ccc(O)c(I)c1)C(=O)O,1
BEJNERDRQOWKJM-UHFFFAOYSA-N,O=c1cc(CO)occ1O,1
NTOPKICPEQUPPH-UHFFFAOYSA-N,COc1nccnc1C(C)C,1
QICPQLFMWYQJGX-SFHVURJKSA-N,CC(Nc1nccc(-c2c(-c3cccc(C(F)(F)F)c3)nc(C3CCNCC3)n2C)n1)c1ccccc1,4
OJNFDOAQUXJWED-NNYOXOHSSA-N,N=C([S-])c1ccc[n+](C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)(O)O)C3O)C(O)C2O)c1,3
SUYRLXYYZQTJHF-VMBLUXKRSA-N,CCN(CC)CCS(=O)(=O)C1CCN2C(=O)c3coc(n3)CC(=O)CC(O)C=C(C)C=CCNC(=O)C=CC(C)C(C(C)C)OC(=O)C12,1
INSBKYCYLCEBOD-UHFFFAOYSA-N,O=C(O)Cc1c2ccccc2n2c1[nH]c(=O)c1ccccc12,4
JPZXHKDZASGCLU-LBPRGKRZSA-N,NC(Cc1ccc2ccccc2c1)C(=O)O,2
KKJYVDXDZURHMA-UHFFFAOYSA-N,N=C(N)c1ccc2[nH]c(Cc3nc4ccccc4[nH]3)nc2c1,4
KKDWIUJBUSOPGC-CJRKPKEDSA-N,CC(=O)NC1C(O)CC(Oc2ccc3c(C)cc(=O)oc3c2)(C(=O)O)OC1C(O)C(O)CO,2
QXAURVOBXQBPAP-UHFFFAOYSA-N,NC(=[NH2+])c1cc2cc(-c3cccc(OC4CCCC4)c3[O-])[nH]c2cc1Cl,3
RPGZQOOZHIEPJW-HNNXBMFYSA-N,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,3
JSBQUMXQEBZYPW-OAQYLSRUSA-N,CN(CCCC1CCCCC1)C(=O)C(CCC(=O)O)NC(=O)N(CC(=O)O)Cc1ccc(OP(=O)(O)O)cc1,1
WFPZSXYXPSUOPY-ZPOXOAFESA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OC2OC(CO)C(O)C(O)C2O)C(O)C1O,2
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,1
ACPOUJIDANTYHO-UHFFFAOYSA-N,O=C1c2ccccc2-c2n[nH]c3cccc1c23,3
LFLSATHZMYYIAQ-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(F)cc1,1
SMPNJFHAPJOHPP-BTQOAJACSA-N,Nc1ncnc2c1ncn2C1OC2COP(O)(=S)OC2C1O,2
RRRUXBQSQLKHEL-UHFFFAOYSA-N,COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)cc1OC1CCCC1,2
FZCSEXOMUJFOHQ-GSYYSYIHSA-N,Nc1ncnc2c1ncn2C1OC(CO)C(OP(=O)(O)OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2OP(=O)(O)O)C1O,3
ONVZFCHLOZUXRP-UHFFFAOYSA-N,O=C1NC(=O)C(c2cccc(Cl)c2)=C1Nc1ccc(Cl)c(C(=O)O)c1,2
DMQGNSGNJQBKMK-QPNRVYIWSA-F,Nc1nc(=O)c2c([nH]1)NC1OC(COP(=O)([O-])[O-])C([S-])=C([S-])C1N2.Nc1nc(=O)c2c([nH]1)NC1OC(COP(=O)([O-])[O-])C([S-])=C([S-])C1N2.[Mg+2].[W],2
HXITXNWTGFUOAU-UHFFFAOYSA-N,OB(O)c1ccccc1,1
GJAWHXHKYYXBSV-UHFFFAOYSA-N,O=C(O)c1cccnc1C(=O)O,1
XMCCOOONGGUOLA-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)O)c1,1
OXPCRXLITLBLEY-GJBXPKINSA-N,CCC1(O)Cc2cc3c(c(O)c2C(OC2CC(N(C)C)C(OC4CC(O)C(OC5CCC(=O)C(C)O5)C(C)O4)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,2
PEGHHVFLTANTIZ-PTGBLXJZSA-N,CC(C)(C)c1cc(=NC(=O)Nc2ccc(Cl)cc2)n(-c2ccccc2)[nH]1,3
ZVPDNRVYHLRXLX-UHFFFAOYSA-N,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1,3
NOXVWFAAXREWMI-GURWAVDKSA-N,CC(C=CC(=O)C=O)NC(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1,2
WHTCPDAXWFLDIH-PERBPWGJSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,2
JMRKOGDJNHPMHS-SNVBAGLBSA-O,Cc1[nH+]cc(COP(=O)(O)O)c(CNC(CCC(=O)O)C(=O)O)c1O,1
UESXELNYBIOROE-HSZRJFAPSA-N,CCCCCNC(=O)C(Cc1ccc(N(C(=O)C(=O)O)c2ccccc2C(=O)O)c2ccccc12)NC(C)=O,3
BYWKHOXUUACYRY-CHRNOOLASA-N,NC(O)OC1Cc2ccccc2C1C1CNC(Cc2ccccc2)(CC(O)C(Cc2ccccc2)NC(=O)OC2CCOC2)C1=O,3
NLLZAHIPYDRNRQ-UHFFFAOYSA-N,Cc1cccc2c(=O)nc(N)[nH]c12,2
JTXPTSGPUNTKSM-UHFFFAOYSA-N,COc1c(F)c(F)c(C(N)=O)c(F)c1F,1
ILWZMFJBPIYQKW-KOESHRMJSA-N,CCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,2
SPSGYTWOIGAABK-RPBOFIJWSA-N,CC(=O)NC(Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(=O)NC1CCCCc2cc(OCC3CCCCC3)c(C(N)=O)cc21,2
IFQVDHDRFCKAAW-SQIXAUHQSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OC(=O)C(N)Cc2c[nH]c3ccccc23)C(O)C1O,4
JNNIZILNBMPOAC-XHIHJMKYSA-N,NC(CCC(=O)NC(CSC1c2ccccc2-c2ccccc2C1O)C(=O)NCC(=O)O)C(=O)O,2
ZLAKCKVFSRSENR-UHFFFAOYSA-N,O=C(C1CCN(c2ccncc2)CC1)N1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1,3
GKDYOXMZSXVKPP-UHFFFAOYSA-N,Cc1c(-c2cc(Br)c(O)c(Br)c2)oc2ccc(O)cc2c1=O,3
GBBWIZKLHXYJOA-PERBPWGJSA-N,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(OP(=O)(O)O)C1O,2
HWMGJMKHOJKGLQ-VPHNIEJBSA-N,CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCSO,2
HJVCHYDYCYBBQX-KMEQPPCFSA-N,COC(Cc1ccccc1)C(C)C=C(C)C=CC(N)C(C)C(=O)O,1
IYRMWMYZSQPJKC-UHFFFAOYSA-N,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3
YOQRXZIMSKLRCY-UHFFFAOYSA-N,NC(=O)c1cncc(Br)c1,1
