inchikey,smiles,molwt,logp,HBA,HBD
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CC(=O)Oc1ccccc1C(=O)O,180.15899999999996,1.3101,4,1
DQDAYGNAKTZFIW-UHFFFAOYSA-N,CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,280.32300000000004,4.040500000000003,3,1
VWUXBMIQPBEWFH-LQKBAPIOSA-N,CC12CCC3c4ccc(O)cc4CC(CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)C3C1CCC2O,606.7820000000006,8.682600000000003,3,2
YPBATNHYBCGSSN-VWPFQQQWSA-N,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2C1C(=O)O,539.5920000000003,-0.23379999999999668,13,3
WKGXYQFOCVYPAC-UHFFFAOYSA-N,NC(=O)OCC(COC(N)=O)c1ccccc1,238.243,0.9608,6,4
RWTNPBWLLIMQHL-UHFFFAOYSA-N,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,501.66700000000014,5.510500000000006,5,3
QRXWMOHMRWLFEY-UHFFFAOYSA-N,NNC(=O)c1ccncc1,137.14199999999997,-0.3149000000000004,4,3
AMKVXSZCKVJAGH-UHFFFAOYSA-N,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,335.47300000000007,2.0687999999999995,5,2
ULFRLSNUDGIQQP-UHFFFAOYSA-N,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.352,1.9117999999999997,5,1
WLOHNSSYAXHWNR-DWIOZXRMSA-N,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,835.0860000000005,2.201700000000013,16,5
ZBGPYVZLYBDXKO-HILBYHGXSA-N,CCNC1CC(N)C(OC2OC(CN)=CCC2N)C(O)C1OC1OCC(O)C(NC)C1(C)O,475.5870000000003,-3.2006999999999914,12,11
LLPOLZWFYMWNKH-CMKMFDCUSA-N,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,299.36999999999995,1.9332999999999996,4,0
KIQQMECNKUGGKA-NMYWJIRASA-N,C#CC1(OC(C)=O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,369.5050000000001,4.714500000000005,4,1
OLESAACUTLOWQZ-UHFFFAOYSA-L,N.N.O=C1O[Pt]OC(=O)C12CCC2,371.25000000000006,0.49320000000000014,6,6
VHRSUDSXCMQTMA-PJHHCJLFSA-N,CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,374.4770000000001,1.8035999999999996,5,3
JZQKKSLKJUAGIC-UHFFFAOYSA-N,CC(C)NCC(O)COc1cccc2[nH]ccc12,248.326,1.9056,4,3
INWLQCZOYSRPNW-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)C1CCCCN1C,246.354,2.7262400000000007,3,1
HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,305.34100000000007,2.6407800000000003,6,0
ZBPLOVFIXSTCRZ-UHFFFAOYSA-N,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,334.16900000000004,2.889400000000001,4,3
IEJXVRYNEISIKR-UHFFFAOYSA-N,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,245.11299999999997,1.9466999999999999,4,4
RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,514.6290000000001,7.264420000000007,6,1
JAUOIFJMECXRGI-UHFFFAOYSA-N,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,310.828,4.018900000000003,2,1
CJCSPKMFHVPWAR-JTQLQIEISA-N,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,211.217,0.44229999999999986,5,5
JSWZEAMFRNKZNL-UHFFFAOYSA-N,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.358,2.4083200000000007,5,1
RJURFGZVJUQBHK-IIXSONLDSA-N,Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc-2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O,1255.437999999999,0.7256400000000045,28,6
JNMWHTHYDQTDQZ-UHFFFAOYSA-N,S=[Se]=S,143.094,0.9156,0,0
MBUVEWMHONZEQD-UHFFFAOYSA-N,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,381.907,4.297500000000004,4,0
OLNTVTPDXPETLC-XPWALMASSA-N,O=C1C(CCC(O)c2ccc(F)cc2)C(c2ccc(O)cc2)N1c1ccc(F)cc1,409.4320000000001,4.8883000000000045,4,2
KCXVZYZYPLLWCC-UHFFFAOYSA-N,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,292.244,-2.0711999999999966,10,4
IZEKFCXSFNUWAM-UHFFFAOYSA-N,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,504.63600000000065,-0.017599999999996507,12,4
LJVAJPDWBABPEJ-PNUFFHFMSA-N,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,812.0179999999997,4.929200000000004,15,1
BFPYWIDHMRZLRN-SLHNCBLASA-N,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,296.40999999999997,3.6126000000000023,2,2
ZEKZLJVOYLTDKK-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,351.3530000000001,1.7958999999999998,6,2
SKYSRIRYMSLOIN-UHFFFAOYSA-N,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,291.3910000000001,2.1801000000000004,4,1
YLXDSYKOBKBWJQ-LBPRGKRZSA-N,CCC(=O)NCCC1CCc2ccc3c(c21)CCO3,259.349,2.5676000000000005,3,1
PIJVFDBKTWXHHD-HIFRSBDPSA-N,CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,275.35200000000003,1.7738999999999996,5,1
SHGAZHPCJJPHSC-XFYACQKRSA-N,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,300.442,5.602600000000005,2,1
BPZSYCZIITTYBL-UHFFFAOYSA-N,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,344.41100000000006,2.2233,6,4
UBWXUGDQUBIEIZ-QNTYDACNSA-N,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,406.56600000000014,5.672800000000006,3,0
DKHVTDUUNTVKOW-UHFFFAOYSA-N,C[NH+](C)CCOC(c1ccccc1)c1ccccc1.Cn1c(=O)c2[n-]c(Cl)nc2n(C)c1=O,469.9730000000002,1.1799000000000006,8,1
ANGKOCUUWGHLCE-HKUYNNGSSA-N,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.43699999999995,2.456300000000001,4,1
UHDGCWIWMRVCDJ-CCXZUQQUSA-N,Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,243.21900000000002,-2.562999999999998,8,5
VYFYYTLLBUKUHU-UHFFFAOYSA-N,NCCc1ccc(O)c(O)c1,153.18099999999998,0.5989999999999999,3,4
XSVMFMHYUFZWBK-NSHDSACASA-N,CCN(C)C(=O)Oc1cccc(C(C)N(C)C)c1,250.34199999999996,2.7597000000000014,4,0
BFYIZQONLCFLEV-DAELLWKTSA-N,C=C1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12,296.41,4.029500000000003,2,0
OFPXSFXSNFPTHF-UHFFFAOYSA-N,O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,293.32200000000006,4.025800000000002,4,1
YUUAYBAIHCDHHD-UHFFFAOYSA-N,COC(=O)CCC(=O)CN,145.158,-0.5326000000000002,4,2
LMEKQMALGUDUQG-UHFFFAOYSA-N,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,277.269,1.1457999999999997,9,1
PGBHMTALBVVCIT-VCIWKGPPSA-N,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,614.6500000000001,-8.895300000000013,19,19
AUJRCFUBUPVWSZ-XTZHGVARSA-M,CCP(CC)(CC)=[Au]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,678.491,2.7925000000000004,9,0
UGJMXCAKCUNAIE-UHFFFAOYSA-N,NCC1(CC(=O)O)CCCCC1,171.23999999999995,1.3702999999999999,3,3
AOJJSUZBOXZQNB-TZSSRYMLSA-N,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,543.5250000000003,0.001300000000001189,12,7
XPSQPHWEGNHMSK-SECBINFHSA-N,CNC1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,243.30999999999997,1.3435000000000001,4,4
JZUFKLXOESDKRF-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,297.74500000000006,-0.3513000000000006,7,4
HGBLNBBNRORJKI-WCABBAIRSA-N,CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,341.4330000000002,0.2797000000000003,7,4
NDAUXUAQIAJITI-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,239.31499999999997,1.3059999999999996,4,4
LEBVLXFERQHONN-INIZCTEOSA-N,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,288.435,3.8965400000000026,3,1
IMZMKUWMOSJXDT-UHFFFAOYSA-N,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.3700000000001,2.1144999999999996,11,3
IRSCQMHQWWYFCW-UHFFFAOYSA-N,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,255.23399999999995,-1.9708999999999997,9,5
VSNHCAURESNICA-UHFFFAOYSA-N,NC(=O)NO,76.05499999999999,-0.9561000000000002,4,4
HPJKCIUCZWXJDR-UHFFFAOYSA-N,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,285.31000000000006,2.659160000000001,5,0
QXHHHPZILQDDPS-UHFFFAOYSA-N,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1,387.7190000000001,5.862900000000004,3,0
COVZYZSDYWQREU-UHFFFAOYSA-N,CS(=O)(=O)OCCCCOS(C)(=O)=O,246.30599999999993,-0.28100000000000014,6,0
DKYWVDODHFEZIM-UHFFFAOYSA-N,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,254.28500000000003,3.1057000000000015,3,1
VWLHWLSRQJQWRG-UHFFFAOYSA-O,CC[N+](C)(C)c1cccc(O)c1,166.244,1.9789999999999999,2,1
FJLBFSROUSIWMA-UHFFFAOYSA-N,CC(C)(C(=O)c1cccnc1)c1cccnc1,226.27900000000002,2.637100000000001,3,0
VDHAWDNDOKGFTD-MRXNPFEDSA-N,CC(NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,357.41900000000004,6.142000000000006,1,1
CBGUOGMQLZIXBE-XGQKBEPLSA-N,CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,466.9770000000003,4.103100000000004,5,1
IPOKCKJONYRRHP-FMQUCBEESA-N,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1,357.32200000000006,2.7103000000000006,9,4
JLKIGFTWXXRPMT-UHFFFAOYSA-N,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,253.28300000000002,1.3660200000000002,6,3
ZNNLBTZKUZBEKO-UHFFFAOYSA-N,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,494.0130000000004,3.641700000000003,8,3
DYKFCLLONBREIL-KVUCHLLUSA-N,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(O)=C(C(N)=O)C(=O)C3(O)C(O)=C1C2=O,457.4830000000002,0.1866000000000017,10,6
INJOMKTZOLKMBF-UHFFFAOYSA-N,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,246.097,1.5455699999999997,4,4
NZUPCNDJBJXXRF-UHFFFAOYSA-O,CC(C[N+](C)(C)C)OC(N)=O,161.225,0.17639999999999945,4,2
YWXYYJSYQOXTPL-SLPGGIOYSA-N,O=[N+]([O-])OC1COC2C(O)COC12,191.13899999999998,-1.2781999999999996,7,1
LMJSLTNSBFUCMU-UHFFFAOYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,380.66200000000015,0.8210000000000004,7,4
MBWXNTAXLNYFJB-NKFFZRIASA-N,CC(=CCC1=C(C)C(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,450.7070000000003,9.1576,2,0
RZTAMFZIAATZDJ-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,384.2590000000002,3.9643000000000024,5,1
HPNSFSBZBAHARI-RUDMXATFSA-N,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)O)C(=O)OC2,320.34100000000007,2.733220000000001,6,2
SGRYPYWGNKJSDL-UHFFFAOYSA-N,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,298.29800000000006,2.745000000000001,6,3
XMAYWYJOQHXEEK-UHFFFAOYSA-N,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,531.44,4.2058000000000035,8,0
RFKMCNOHBTXSMU-UHFFFAOYSA-N,COC(F)(F)C(Cl)Cl,164.966,2.0292999999999997,1,0
YOSHYTLCDANDAN-UHFFFAOYSA-N,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,428.54000000000013,4.777400000000004,7,1
UCFGDBYHRUNTLO-QHCPKHFHSA-N,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,421.45300000000026,1.8468000000000002,8,2
GXRZIMHKGDIBEW-UHFFFAOYSA-N,C#CC1(OC(N)=O)CCCCC1,167.208,1.4178,3,2
DBABZHXKTCFAPX-UHFFFAOYSA-N,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,285.365,2.1955,5,1
GLVAUDGFNGKCSF-UHFFFAOYSA-N,S=c1nc[nH]c2nc[nH]c12,152.18200000000002,1.0154899999999998,4,2
GVEZIHKRYBHEFX-GHMZBOCLSA-N,CC=CCC=CCCC(=O)C1OC1C(N)=O,223.27199999999996,1.1107999999999996,4,2
REQCZEXYDRLIBE-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1ccc(N)cc1,235.33100000000002,1.3404,4,3
OOGJQPCLVADCPB-HXUWFJFHSA-N,Cc1ccc(O)c(C(CCN(C(C)C)C(C)C)c2ccccc2)c1,325.49600000000004,5.341420000000006,2,1
MEZLKOACVSPNER-UHFFFAOYSA-N,C#CCN(C)C(C)Cc1ccccc1,187.28599999999997,2.1826,1,0
DYCNETKPCXPXNW-UHFFFAOYSA-N,CCC(=O)c1ccc2c(c1)N(CCN1CCN(CCO)CC1)c1ccccc1S2,411.57100000000037,3.491900000000003,5,1
YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,360.8370000000001,4.680000000000004,4,0
XVTQTNAKZYLTNZ-UHFFFAOYSA-N,N=C(N)c1ccc(C=Cc2ccc(C(=N)N)cc2O)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,532.5970000000002,-0.13625999999999783,13,11
UEJJHQNACJXSKW-UHFFFAOYSA-N,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.23299999999995,0.08779999999999966,6,1
SGDBTWWWUNNDEQ-LBPRGKRZSA-N,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,305.20500000000004,1.925,4,3
BUGYDGFZZOZRHP-UHFFFAOYSA-N,CC12CC3CC(C)(C1)CC(N)(C3)C2,179.30699999999996,2.6941000000000006,1,2
XUBOMFCQGDBHNK-UHFFFAOYSA-N,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.4000000000002,1.9803999999999997,7,2
JQXXHWHPUNPDRT-WLSIYKJHSA-N,COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,822.9530000000003,4.3354200000000045,16,6
WGFOBBZOWHGYQH-MXHNKVEKSA-N,CCCCC(F)(F)C1(O)CCC2C(CC(=O)C2CCCCCCC(=O)O)O1,390.4670000000002,4.309900000000003,5,2
WJOHZNCJWYWUJD-IUGZLZTKSA-N,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,494.53100000000035,2.9376000000000015,7,1
MCGSCOLBFJQGHM-SCZZXKLOSA-N,Nc1nc(NC2CC2)c2ncn(C3C=CC(CO)C3)c2n1,286.339,1.0922999999999998,7,4
FQHMMOGHDWAXDI-WUQHHHCFSA-N,CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3CC4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,631.7520000000004,0.9984000000000015,13,4
HEFNNWSXXWATRW-UHFFFAOYSA-N,CC(C)Cc1ccc(C(C)C(=O)O)cc1,206.285,3.0732000000000017,2,1
YJQPYGGHQPGBLI-KGSXXDOSSA-N,COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,612.6320000000003,3.6271200000000015,13,6
JGSARLDLIJGVTE-MBNYWOFBSA-N,CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,334.39700000000005,0.8608,6,2
PVHUJELLJLJGLN-UHFFFAOYSA-N,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,360.36600000000016,2.5657000000000005,8,1
WZNJWVWKTVETCG-YFKPBYRVSA-N,NC(Cn1ccc(=O)c(O)c1)C(=O)O,198.17800000000003,-1.0342000000000011,6,4
BUJAGSGYPOAWEI-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)C(C)N,192.26199999999997,1.58914,3,3
BJOLKYGKSZKIGU-UHFFFAOYSA-N,CCOP(=O)(OCC)SCC[N+](C)(C)C,256.3279999999999,2.6069000000000004,4,0
FSVJFNAIGNNGKK-UHFFFAOYSA-N,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,312.4129999999999,2.5349000000000013,4,0
OGJPXUAPXNRGGI-UHFFFAOYSA-N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.33600000000007,1.2683,6,2
LSQZJLSUYDQPKJ-NJBDSQKTSA-N,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,365.4110000000001,0.023700000000001165,8,5
JTWOMNBEOCYFNV-NFFDBFGFSA-N,CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,461.5000000000002,0.09420000000000212,11,4
XIQVNETUBQGFHX-UHFFFAOYSA-N,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,357.49400000000026,3.342900000000002,4,1
WNTYBHLDCKXEOT-UHFFFAOYSA-N,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,411.5710000000003,3.491900000000002,5,1
JWZZKOKVBUJMES-UHFFFAOYSA-N,CC(C)NCC(O)c1ccc(O)c(O)c1,211.261,1.129199999999999,4,4
DRLFMBDRBRZALE-UHFFFAOYSA-N,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,232.283,1.8550999999999997,4,2
KMIPKYQIOVAHOP-YLGJWRNMSA-N,CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C=Cc3scnc3C)CSC12)c1csc(N)n1,506.5910000000002,1.2927199999999996,11,4
ZJJXGWJIGJFDTL-UHFFFAOYSA-N,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,445.54500000000024,2.0781199999999993,9,3
DGBIGWXXNGSACT-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.716,3.037700000000001,6,1
PWWVAXIEGOYWEE-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,284.428,4.239400000000003,2,0
ILYCWAKSDCYMBB-OPCMSESCSA-N,CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,398.6750000000001,7.720900000000009,1,1
HOKDBMAJZXIPGC-UHFFFAOYSA-N,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,322.477,4.631100000000004,2,0
AXRYRYVKAWYZBR-GASGPIRDSA-N,COC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C,704.8690000000005,4.211600000000007,13,5
HBUBKKRHXORPQB-FJFJXFQQSA-N,Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,285.23499999999996,-1.8409,9,5
CYXKNKQEMFBLER-UHFFFAOYSA-N,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,277.496,5.295400000000005,1,1
ZZVUWRFHKOJYTH-UHFFFAOYSA-N,CN(C)CCOC(c1ccccc1)c1ccccc1,255.36100000000002,3.3542000000000023,2,0
XUKUURHRXDUEBC-UHFFFAOYSA-M,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)[O-],557.6420000000003,4.9789000000000065,7,3
DBVJJBKOTRCVKF-UHFFFAOYSA-N,CC(O)(P(=O)(O)O)P(=O)(O)O,206.02700000000002,-0.9922,7,5
OBATZBGFDSVCJD-LALPQLPRSA-N,CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1,943.0900000000008,0.042300000000006555,19,9
IKBKZGMPCYNSLU-RGVLZGJSSA-N,CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,301.394,2.8145700000000007,6,4
PJDFLNIOAUIZSL-UHFFFAOYSA-N,C=CC(N)CCC(=O)O,129.15899999999996,0.36450000000000027,3,3
HYPPXZBJBPSRLK-UHFFFAOYSA-N,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,452.5980000000001,5.483280000000006,4,0
UCSJYZPVAKXKNQ-HZYVHMACSA-N,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,581.5800000000003,-7.741760000000013,19,16
AHLBNYSZXLDEJQ-FWEHEUNISA-N,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,495.74500000000046,6.881900000000008,6,1
KBUZBQVCBVDWKX-UHFFFAOYSA-N,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,302.422,2.2146999999999997,5,0
QCHFTSOMWOSFHM-WPRPVWTQSA-N,CCC1C(=O)OCC1Cc1cncn1C,208.26099999999997,1.1618000000000004,4,0
BLFLLBZGZJTVJG-UHFFFAOYSA-N,CCOC(=O)c1ccc(N)cc1,165.19199999999995,1.4455000000000002,3,2
INDBQLZJXZLFIT-UHFFFAOYSA-N,COc1cc(NC(C)CCCN)c2ncccc2c1,259.353,2.782700000000001,4,3
HIFJCPQKFCZDDL-ACWOEMLNSA-N,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,360.49400000000014,3.5413000000000023,4,3
CVBMAZKKCSYWQR-WCGOZPBSSA-N,COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,578.6620000000003,4.162500000000004,10,1
XSBSKEQEUFOSDD-UHFFFAOYSA-N,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,240.43499999999992,2.6375,2,0
ABJKWBDEJIDSJZ-UHFFFAOYSA-N,CN(Cc1ccc(C(C)(C)C)cc1)Cc1cccc2ccccc12,317.476,5.769300000000006,1,0
LPMXVESGRSUGHW-HBYQJFLCSA-N,CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,584.6590000000004,-1.514999999999989,12,8
IAZDPXIOMUYVGZ-UHFFFAOYSA-N,CS(C)=O,78.136,-0.005299999999999971,1,0
AIONOLUJZLIMTK-AWEZNQCLSA-N,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,302.28200000000004,2.5185000000000004,6,3
FJLGEFLZQAZZCD-MCBHFWOFSA-N,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,411.4730000000002,4.628100000000003,5,3
XCGYUJZMCCFSRP-UHFFFAOYSA-N,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,279.34000000000003,1.8117999999999994,6,3
VHOGYURTWQBHIL-UHFFFAOYSA-N,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,270.21000000000004,3.2541200000000012,4,1
BPRHUIZQVSMCRT-VEUZHWNKSA-N,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=CC(O)CC(O)CC(=O)O,481.5460000000003,2.4017,9,3
XRECTZIEBJDKEO-UHFFFAOYSA-N,Nc1[nH]c(=O)ncc1F,129.09400000000002,-0.5088000000000004,4,3
YVUQSNJEYSNKRX-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,461.5560000000001,5.8570000000000055,4,1
GAGWJHPBXLXJQN-UORFTKCHSA-N,CCCCCOC(=O)Nc1nc(=O)n(C2OC(C)C(O)C2O)cc1F,359.35400000000027,0.7601999999999995,9,3
